ADBE,거래소,기호,멕시코,부문,산업,소프트웨어와 프로그래밍,어도비 시스템즈,종목,테크놀로지
,NSE,SOFT,,테크놀로지,소프트웨어와 프로그래밍,,,Sonata Software,
,BSE,SOFT,,테크놀로지,소프트웨어와 프로그래밍,,,Sonata Software,
,BSE,HMFC,,테크놀로지,통신 장비,,,Himachal Futuristic Comm.,
,NSE,HMFC,,테크놀로지,통신 장비,,,Himachal Futuristic Comm.,
,NSE,KEIN,,테크놀로지,전자 장비와 제어기,,,KEI Industries Ltd,
,BSE,KEIN,,테크놀로지,전자 장비와 제어기,,,KEI Industries Ltd,
,BSE,JUST,,테크놀로지,컴퓨터 서비스,,,Just Dial,
,NSE,JUST,,테크놀로지,컴퓨터 서비스,,,Just Dial,
,NSE,APAR,,테크놀로지,전자 장비와 제어기,,,Apar Industries Ltd,
,BSE,APAR,,테크놀로지,전자 장비와 제어기,,,Apar Industries Ltd,
,NSE,ERDY,,테크놀로지,전자 장비와 제어기,,,Eveready Industries India Ltd,
,BSE,ERDY,,테크놀로지,전자 장비와 제어기,,,Eveready Industries India Ltd,
,BSE,SEIN,,테크놀로지,전자 장비와 제어기,,,Schneider Electric,
,NSE,SEIN,,테크놀로지,전자 장비와 제어기,,,Schneider Electric,
,BSE,TAKE,,테크놀로지,소프트웨어와 프로그래밍,,,Take Solutions Ltd,
,NSE,TAKE,,테크놀로지,소프트웨어와 프로그래밍,,,Take Solutions Ltd,
,NSE,INEE,,테크놀로지,소프트웨어와 프로그래밍,,,Intellect Design Arena,
,BSE,INEE,,테크놀로지,소프트웨어와 프로그래밍,,,Intellect Design Arena,
,BSE,8KMS,,테크놀로지,소프트웨어와 프로그래밍,,,8K Miles Software Services Ltd,
,NSE,8KMS,,테크놀로지,소프트웨어와 프로그래밍,,,8K Miles Software Services Ltd,
,NSE,AKSL,,테크놀로지,소프트웨어와 프로그래밍,,,Accelya Kale,
,BSE,AKSL,,테크놀로지,소프트웨어와 프로그래밍,,,Accelya Kale,
,NSE,QUIC,,테크놀로지,소프트웨어와 프로그래밍,,,Quick Heal Tech,
,BSE,QUIC,,테크놀로지,소프트웨어와 프로그래밍,,,Quick Heal Tech,
,NSE,GEOM,,테크놀로지,소프트웨어와 프로그래밍,,,Geometric,
,BSE,MATI,,테크놀로지,컴퓨터 서비스,,,Matrimony.Com,
,NSE,MATI,,테크놀로지,컴퓨터 서비스,,,Matrimony.Com,
,BSE,HGSL,,테크놀로지,컴퓨터 서비스,,,Hinduja Global Solutions Ltd,
,NSE,HGSL,,테크놀로지,컴퓨터 서비스,,,Hinduja Global Solutions Ltd,
,BSE,HCLI,,테크놀로지,통신 장비,,,HCL Infosystems,
,NSE,HCLI,,테크놀로지,통신 장비,,,HCL Infosystems,
,NSE,NEWG,,테크놀로지,소프트웨어와 프로그래밍,,,Newgen Software,
,BSE,NEWG,,테크놀로지,소프트웨어와 프로그래밍,,,Newgen Software,
,NSE,APSE,,운송,다종 운송,,,Mundra Port Special Eco. Zone,
,BSE,APSE,,운송,다종 운송,,,Mundra Port Special Eco. Zone,
,BSE,INGL,,운송,항공사,,,Interglobe Aviation Ltd,
,NSE,INGL,,운송,항공사,,,Interglobe Aviation Ltd,
,BSE,CCRI,,운송,철도,,,Container Corporation of India,
,NSE,CCRI,,운송,철도,,,Container Corporation of India,
,NSE,GMRI,,운송,다종 운송,,,GMR Infrastructure,
,BSE,GMRI,,운송,다종 운송,,,GMR Infrastructure,
,NSE,BLDT,,운송,항공 우편,,,Blue Dart Express,
,BSE,BLDT,,운송,항공 우편,,,Blue Dart Express,
,BSE,SPJT,,운송,항공사,,,Spicejet Ltd BSE,
,NSE,GPPL,,운송,다종 운송,,,Gujarat Pipavav Port,
,BSE,GPPL,,운송,다종 운송,,,Gujarat Pipavav Port,
,NSE,JET,,운송,항공사,,,Jet Airways,
,BSE,JET,,운송,항공사,,,Jet Airways,
,NSE,COCH,,운송,수상 운송,,,Cochin Shipyard,
,BSE,COCH,,운송,수상 운송,,,Cochin Shipyard,
,BSE,GESC,,운송,수상 운송,,,Great Eastern Shipping,
,NSE,GESC,,운송,수상 운송,,,Great Eastern Shipping,
,BSE,VRLL,,운송,트럭 운송,,,VRL Logistics Ltd,
,NSE,VRLL,,운송,트럭 운송,,,VRL Logistics Ltd,
,NSE,MALO,,운송,트럭 운송,,,Mahindra,
,BSE,MALO,,운송,트럭 운송,,,Mahindra,
,BSE,SCI,,운송,수상 운송,,,Shipping Corporation Of India,
,NSE,SCI,,운송,수상 운송,,,Shipping Corporation Of India,
,BSE,NAVR,,운송,트럭 운송,,,Navkar Corporation Ltd,
,NSE,NAVR,,운송,트럭 운송,,,Navkar Corporation Ltd,
,BSE,GVKP,,운송,다종 운송,,,GVK Power & Infrastructure,
,NSE,GVKP,,운송,다종 운송,,,GVK Power & Infrastructure,
,NSE,TCIL,,운송,트럭 운송,,,Transport Corp of India,
,BSE,TCIL,,운송,트럭 운송,,,Transport Corp of India,
,NSE,RELV,,운송,수상 운송,,,Reliance Naval,
,BSE,RELV,,운송,수상 운송,,,Reliance Naval,
,NSE,GATE,,운송,트럭 운송,,,Gateway Distriparks,
,BSE,GATE,,운송,트럭 운송,,,Gateway Distriparks,
,NSE,TCIE,,운송,항공 우편,,,TCI Express,
,BSE,TCIE,,운송,항공 우편,,,TCI Express,
,BSE,ARSH,,운송,트럭 운송,,,Arshiya,
,NSE,ARSH,,운송,트럭 운송,,,Arshiya,
,NSE,MPIN,,운송,다종 운송,,,MEP Infrastructure,
,BSE,MPIN,,운송,다종 운송,,,MEP Infrastructure,
,BSE,SICA,,운송,다종 운송,,,Sical Logistics Ltd,
,NSE,SICA,,운송,다종 운송,,,Sical Logistics Ltd,
,NSE,SRSH,,운송,수상 운송,,,Shreyas Shipping Logistics,
,BSE,SRSH,,운송,수상 운송,,,Shreyas Shipping Logistics,
,BSE,GATI,,운송,항공 우편,,,Gati,
,NSE,GATI,,운송,항공 우편,,,Gati,
,NSE,SNOW,,운송,다종 운송,,,Snowman Log,
,BSE,SNOW,,운송,다종 운송,,,Snowman Log,
,BSE,SEAM,,운송,수상 운송,,,Seamec Ltd,
,BSE,SEAM,,운송,수상 운송,,,Seamec Ltd,
,BSE,ESPL,,운송,수상 운송,,,Essar Shipping,
,NSE,ESPL,,운송,수상 운송,,,Essar Shipping,
,NSE,ASPI,,운송,다종 운송,,,Aspinwall & Co,
,BSE,TIGE,,운송,다종 운송,,,Tiger Logistics India,
,NSE,GLVE,,운송,다종 운송,,,Global Vectra Helicorp Ltd,
,BSE,GLVE,,운송,다종 운송,,,Global Vectra Helicorp Ltd,
,NSE,VRNS,,운송,수상 운송,,,Varun Shipping Company,
,NSE,KESR,,운송,다종 운송,,,Kesar Terminals,
,BSE,KESR,,운송,다종 운송,,,Kesar Terminals,
,BSE,CHRT,,운송,다종 운송,,,Chartered Logistics,
,BSE,KING,,운송,항공사,,,Kingfisher Airlines Ltd,
,NSE,KING,,운송,항공사,,,Kingfisher Airlines Ltd,
,BSE,PATL,,운송,트럭 운송,,,Patel Integrated Logistics Ltd,
,NSE,PATL,,운송,트럭 운송,,,Patel Integrated Logistics Ltd,
,NSE,JITF,,운송,수상 운송,,,JITF Infralogistics,
,BSE,JITF,,운송,수상 운송,,,JITF Infralogistics,
,NSE,NECC,,운송,트럭 운송,,,North Eastern Carryingoration,
,BSE,NECC,,운송,트럭 운송,,,North Eastern Carryingoration,
,BSE,CPRC,,운송,철도,,,Central Province Railways,
,NSE,ABGS,,운송,수상 운송,,,ABG Shipyard,
,BSE,ABGS,,운송,수상 운송,,,ABG Shipyard,
,NSE,RUCH,,운송,다종 운송,,,Ruchi Infrastructure Ltd,
,BSE,RUCH,,운송,다종 운송,,,Ruchi Infrastructure Ltd,
,BSE,ABCI,,운송,트럭 운송,,,ABC India,
,NSE,TOTA,,운송,트럭 운송,,,Total Transport Systems,
,BSE,PRIU,,운송,다종 운송,,,Prime Customer,
,NSE,GLSH,,운송,수상 운송,,,Global Offshore Services Ltd,
,BSE,GLSH,,운송,수상 운송,,,Global Offshore Services Ltd,
,BSE,SEEJ,,운송,트럭 운송,,,Shreeji Translogistics,
,BSE,CHWG,,운송,수상 운송,,,Chowgule Steamships,
,NSE,JETR,,운송,항공사,,,Jet Freight Logistics,
,BSE,DUKE,,운송,다종 운송,,,Duke Offshore,
,BSE,SIVS,,운송,수상 운송,,,Siddhi Vinayak Shipping,
,BSE,STON,,운송,철도,,,Stone India,
,BSE,WSHP,,운송,수상 운송,,,Western India Shipyard,
,BSE,VMSI,,운송,수상 운송,,,VMS Ind,
,NSE,BHAR,,운송,수상 운송,,,Bharati Defence,
,BSE,BHAR,,운송,수상 운송,,,Bharati Defence,
,NSE,GLOR,,운송,철도,,,Globe International Carriers,
,BSE,MEGA,,운송,다종 운송,,,Mega,
,BSE,SHHI,,운송,수상 운송,,,Shahi Shipping,
,BSE,MFLI,,운송,항공 우편,,,MFL India Ltd,
,BSE,BALU,,운송,트럭 운송,,,Balurghat Tech,
,BSE,JAGA,,운송,항공사,,,Jagson Airlines,
,BSE,NTPC,,유틸러티,전기 유틸러티,,,NTPC,
,NSE,NTPC,,유틸러티,전기 유틸러티,,,NTPC,
,NSE,PGRD,,유틸러티,전기 유틸러티,,,Power Grid,
,BSE,PGRD,,유틸러티,전기 유틸러티,,,Power Grid,
,NSE,GAIL,,유틸러티,천연가스 유틸러티,,,GAIL Ltd,
,BSE,GAIL,,유틸러티,천연가스 유틸러티,,,GAIL Ltd,
,BSE,NHPC,,유틸러티,전기 유틸러티,,,NHPC,
,NSE,NHPC,,유틸러티,전기 유틸러티,,,NHPC,
,BSE,TTPW,,유틸러티,전기 유틸러티,,,Tata Power,
,NSE,TTPW,,유틸러티,전기 유틸러티,,,Tata Power,
,BSE,ADAI,,유틸러티,전기 유틸러티,,,Adani Transmission Ltd,
,NSE,ADAI,,유틸러티,전기 유틸러티,,,Adani Transmission Ltd,
,BSE,IGAS,,유틸러티,천연가스 유틸러티,,,Indraprastha Gas,
,NSE,IGAS,,유틸러티,천연가스 유틸러티,,,Indraprastha Gas,
,NSE,SJVN,,유틸러티,전기 유틸러티,,,Sjvn Ltd,
,BSE,SJVN,,유틸러티,전기 유틸러티,,,Sjvn Ltd,
,BSE,CESC,,유틸러티,전기 유틸러티,,,CESC,
,NSE,CESC,,유틸러티,전기 유틸러티,,,CESC,
,BSE,NLCI,,유틸러티,전기 유틸러티,,,NLC India,
,NSE,NLCI,,유틸러티,전기 유틸러티,,,NLC India,
,BSE,JSWE,,유틸러티,전기 유틸러티,,,JSW Energy,
,NSE,JSWE,,유틸러티,전기 유틸러티,,,JSW Energy,
,BSE,GGAS,,유틸러티,천연가스 유틸러티,,,Gujarat Gas Company,
,NSE,GGAS,,유틸러티,천연가스 유틸러티,,,Gujarat Gas Company,
,BSE,TOPO,,유틸러티,전기 유틸러티,,,Torrent Power Ltd,
,NSE,TOPO,,유틸러티,전기 유틸러티,,,Torrent Power Ltd,
,BSE,GSPT,,유틸러티,천연가스 유틸러티,,,Gujarat State Petronet,
,NSE,GSPT,,유틸러티,천연가스 유틸러티,,,Gujarat State Petronet,
,BSE,RPOL,,유틸러티,전기 유틸러티,,,Reliance Power,
,NSE,RPOL,,유틸러티,전기 유틸러티,,,Reliance Power,
,NSE,MGAS,,유틸러티,천연가스 유틸러티,,,Mahanagar Gas,
,BSE,MGAS,,유틸러티,천연가스 유틸러티,,,Mahanagar Gas,
,NSE,ADAN,,유틸러티,전기 유틸러티,,,Adani Power,
,BSE,ADAN,,유틸러티,전기 유틸러티,,,Adani Power,
,BSE,TIME,,유틸러티,전기 유틸러티,,,Time Technoplast Ltd,
,NSE,TIME,,유틸러티,전기 유틸러티,,,Time Technoplast Ltd,
,BSE,JAPR,,유틸러티,전기 유틸러티,,,Jaiprakash Power Ventures,
,NSE,JAPR,,유틸러티,전기 유틸러티,,,Jaiprakash Power Ventures,
,BSE,VATE,,유틸러티,수도 유틸러티,,,Va Tech Wabag Ltd,
,NSE,VATE,,유틸러티,수도 유틸러티,,,Va Tech Wabag Ltd,
,NSE,DPSC,,유틸러티,전기 유틸러티,,,India Power Corp Ltd,
,NSE,PTCI,,유틸러티,전기 유틸러티,,,PTC India,
,BSE,PTCI,,유틸러티,전기 유틸러티,,,PTC India,
,NSE,NABV,,유틸러티,전기 유틸러티,,,Nava Bharat Ventures,
,BSE,NABV,,유틸러티,전기 유틸러티,,,Nava Bharat Ventures,
,NSE,RTNP,,유틸러티,전기 유틸러티,,,RattanIndia Power,
,BSE,RTNP,,유틸러티,전기 유틸러티,,,RattanIndia Power,
,NSE,GJIP,,유틸러티,전기 유틸러티,,,Gujarat Industries Power,
,BSE,GJIP,,유틸러티,전기 유틸러티,,,Gujarat Industries Power,
,BSE,CONF,,유틸러티,천연가스 유틸러티,,,Confidence Petroleum India,
,NSE,RTNI,,유틸러티,전기 유틸러티,,,RattanIndia Infrastructure,
,BSE,RTNI,,유틸러티,전기 유틸러티,,,RattanIndia Infrastructure,
,BSE,ORIN,,유틸러티,전기 유틸러티,,,Orient Green Power Co Ltd,
,NSE,ORIN,,유틸러티,전기 유틸러티,,,Orient Green Power Co Ltd,
,NSE,KSKE,,유틸러티,전기 유틸러티,,,KSK Energy Ventures,
,BSE,KSKE,,유틸러티,전기 유틸러티,,,KSK Energy Ventures,
,NSE,URJA,,유틸러티,전기 유틸러티,,,Urja Global,
,BSE,URJA,,유틸러티,전기 유틸러티,,,Urja Global,
,BSE,SAHY,,유틸러티,전기 유틸러티,,,Sahyadri Ind,
,BSE,KPEN,,유틸러티,전기 유틸러티,,,KP Energy,
,NSE,ENTI,,유틸러티,전기 유틸러티,,,Entegra Ltd,
,BSE,ENTI,,유틸러티,전기 유틸러티,,,Entegra Ltd,
,NSE,EDCO,,유틸러티,전기 유틸러티,,,Energy Development Company Ltd,
,BSE,EDCO,,유틸러티,전기 유틸러티,,,Energy Development Company Ltd,
,NSE,INWI,,유틸러티,전기 유틸러티,,,Indowind Energy Ltd,
,BSE,INWI,,유틸러티,전기 유틸러티,,,Indowind Energy Ltd,
,NSE,KRME,,유틸러티,전기 유틸러티,,,Karma Energy Ltd,
,BSE,KRME,,유틸러티,전기 유틸러티,,,Karma Energy Ltd,
,NSE,SEPW,,유틸러티,전기 유틸러티,,,SE Power Ltd,
,BSE,SEPW,,유틸러티,전기 유틸러티,,,SE Power Ltd,
,BSE,MORG,,유틸러티,전기 유틸러티,,,Morgan Ventures,
,BSE,SURY,,유틸러티,전기 유틸러티,,,Suryachakra Power,
,BSE,EPEN,,유틸러티,전기 유틸러티,,,EPIC Energy,
,BSE,ANFI,,유틸러티,전기 유틸러티,,,Anjani Finance,
,도쿄,5481,,기초 소재,다종 조립 제품,,,Sanyo Special Steel Co Ltd,
,도쿄,5727,,기초 소재,다종 조립 제품,,,Toho Titanium,
,도쿄,5482,,기초 소재,철과 철강,,,Aichi Steel Corp,
,도쿄,4958,,기초 소재,화학제조,,,T.Hasegawa Co Ltd,
,도쿄,4996,,기초 소재,화학제조,,,Kumiai Chemical Industry,
,도쿄,5440,,기초 소재,철과 철강,,,Kyoei Steel Ltd,
,도쿄,3433,,기초 소재,다종 조립 제품,,,Tocalo Co Ltd,
,도쿄,4116,,기초 소재,화학제조,,,Dainichiseika Color Chemical,
,도쿄,4966,,기초 소재,화학제조,,,C.Uyemura &,
,도쿄,3950,,기초 소재,컨테이너와 포장,,,Pack Corp,
,도쿄,5715,,기초 소재,금속 광업,,,후루카와 기계금속,
,도쿄,6282,,기초 소재,다종 조립 제품,,,Oiles Corp,
,도쿄,5192,,기초 소재,조립식 플라스틱과 고무,,,Mitsuboshi Belting,
,도쿄,5726,,기초 소재,다종 조립 제품,,,Osaka Titanium Tech Co Ltd,
,도쿄,7917,,기초 소재,컨테이너와 포장,,,Fujimori Kogyo,
,도쿄,4027,,기초 소재,화학제조,,,Tayca Corp,
,도쿄,4218,,기초 소재,컨테이너와 포장,,,Nichiban Co Ltd,
,도쿄,4617,,기초 소재,화학제조,,,Chugoku Marine Paints,
,도쿄,5453,,기초 소재,철과 철강,,,Toyo Kohan Co Ltd,
,도쿄,4008,,기초 소재,화학 제품 – 플라스틱과 고무,,,Sumitomo Seika Chemicals,
,도쿄,4975,,기초 소재,화학제조,,,JCU Corp,
,도쿄,5707,,기초 소재,금속 광업,,,토호아연,
,도쿄,4956,,기초 소재,화학제조,,,Konishi Co Ltd,
,도쿄,4215,,기초 소재,화학 제품 – 플라스틱과 고무,,,Takiron Co Ltd,
,도쿄,4046,,기초 소재,화학 제품 – 플라스틱과 고무,,,Daiso Co Ltd,
,도쿄,7905,,기초 소재,임업과 목재 제품,,,Daiken Corp,
,도쿄,5541,,기초 소재,금속 광업,,,태평양 금속,
,도쿄,3708,,기초 소재,종이와 종이 제품,,,Tokushu Tokai Paper,
,도쿄,6480,,기초 소재,다종 조립 제품,,,Nippon Thompson,
,도쿄,4047,,기초 소재,화학제조,,,Kanto Denka Kogyo,
,도쿄,4078,,기초 소재,화학제조,,,Sakai Chemical Industry,
,도쿄,5195,,기초 소재,조립식 플라스틱과 고무,,,Bando Chemical Industries,
,도쿄,4228,,기초 소재,화학 제품 – 플라스틱과 고무,,,Sekisui Plastics,
,도쿄,7958,,기초 소재,컨테이너와 포장,,,Tenma Corp,
,도쿄,7456,,기초 소재,철과 철강,,,Matsuda Sangyo,
,도쿄,7821,,기초 소재,조립식 플라스틱과 고무,,,Maeda Kosen Co Ltd,
,도쿄,7995,,기초 소재,다종 조립 제품,,,Nippon Valqua Industries,
,도쿄,3036,,기초 소재,다종 조립 제품,,,Alconix Corp,
,도쿄,4365,,기초 소재,화학제조,,,Matsumoto Yushi Seiyaku,
,도쿄,4028,,기초 소재,화학제조,,,Ishihara Sangyo Kaisha Ltd,
,도쿄,5563,,기초 소재,철과 철강,,,Nippon Denko Co Ltd,
,도쿄,4097,,기초 소재,화학제조,,,Koatsu Gas Kogyo,
,도쿄,5976,,기초 소재,다종 조립 제품,,,Neturen Co Ltd,
,도쿄,4461,,기초 소재,화학제조,,,DKS Co Ltd,
,도쿄,5757,,기초 소재,다종 조립 제품,,,CK San-Etsu,
,도쿄,4611,,기초 소재,화학제조,,,Dai Nippon Toryo,
,도쿄,5408,,기초 소재,철과 철강,,,Nakayama Steel Works,
,도쿄,5480,,기초 소재,철과 철강,,,Nippon Yakin Kogyo,
,도쿄,4997,,기초 소재,화학제조,,,Nihon Nohyaku,
,도쿄,4109,,기초 소재,화학제조,,,Stella Chemifa Corp,
,도쿄,7937,,기초 소재,다종 조립 제품,,,Tsutsumi Jewelry,
,도쿄,3946,,기초 소재,컨테이너와 포장,,,Tomoku Co Ltd,
,도쿄,4112,,기초 소재,화학 제품 – 플라스틱과 고무,,,Hodogaya Chemical,
,도쿄,5184,,기초 소재,조립식 플라스틱과 고무,,,Nichirin,
,도쿄,4080,,기초 소재,화학제조,,,Tanaka Chemical,
,도쿄,6490,,기초 소재,조립식 플라스틱과 고무,,,Nippon Pillar Packing,
,도쿄,7414,,기초 소재,다종 조립 제품,,,Onoken Co Ltd,
,도쿄,7826,,기초 소재,금속 광업,,,Furuya Metal,
,도쿄,4968,,기초 소재,화학 제품 – 플라스틱과 고무,,,Arakawa Chemical,
,도쿄,4369,,기초 소재,화학제조,,,Tri Chemical Laboratories,
,도쿄,5632,,기초 소재,철과 철강,,,Mitsubishi Steel Mfg.,
,도쿄,5410,,기초 소재,철과 철강,,,Godo Steel Ltd,
,도쿄,4221,,기초 소재,컨테이너와 포장,,,Okura Industrial,
,도쿄,4955,,기초 소재,화학제조,,,Agro Kanesho Co Ltd,
,도쿄,5999,,기초 소재,다종 조립 제품,,,Ihara Science,
,도쿄,4216,,기초 소재,조립식 플라스틱과 고무,,,Asahi Organic Chemicals,
,도쿄,4971,,기초 소재,화학제조,,,MEC Co Ltd,
,도쿄,4963,,기초 소재,화학제조,,,Seiko PMC Corp,
,도쿄,5981,,기초 소재,다종 조립 제품,,,Tokyo Rope Mfg,
,도쿄,4220,,기초 소재,화학 제품 – 플라스틱과 고무,,,Riken Technos Corp,
,도쿄,8075,,기초 소재,다종 조립 제품,,,Shinsho Corp,
,도쿄,7962,,기초 소재,컨테이너와 포장,,,King Jim Co Ltd,
,도쿄,4998,,기초 소재,화학제조,,,Fumakilla,
,도쿄,4636,,기초 소재,화학제조,,,T&K Toka Co Ltd,
,도쿄,5702,,기초 소재,금속 광업,,,Daiki Aluminium Industry,
,도쿄,4229,,기초 소재,화학 제품 – 플라스틱과 고무,,,Gun Ei Chemical Industry,
,도쿄,4362,,기초 소재,화학제조,,,Nippon Fine Chemical,
,도쿄,4092,,기초 소재,화학제조,,,Nippon Chemical Industry,
,도쿄,4187,,기초 소재,화학제조,,,Osaka Organic Chemical,
,도쿄,4082,,기초 소재,화학제조,,,Daiichi Kigenso Kagaku Kogyo,
,도쿄,6369,,기초 소재,컨테이너와 포장,,,Toyo Kanetsu KK,
,도쿄,3951,,기초 소재,컨테이너와 포장,,,Asahi Printing,
,도쿄,3176,,기초 소재,화학제조,,,Sanyo Trading,
,도쿄,5805,,기초 소재,다종 조립 제품,,,SWCC Showa Holdings,
,도쿄,5957,,기초 소재,다종 조립 제품,,,Nitto Seiko Co Ltd,
,도쿄,7482,,기초 소재,컨테이너와 포장,,,Shimojima Co Ltd,
,도쿄,4464,,기초 소재,화학제조,,,Soft99,
,도쿄,4094,,기초 소재,화학제조,,,Nihon Kagaku Sangyo,
,도쿄,5602,,기초 소재,철과 철강,,,Kurimoto Ltd,
,도쿄,7504,,기초 소재,컨테이너와 포장,,,Kohsoku Corp,
,도쿄,7438,,기초 소재,다종 조립 제품,,,Kondotec Inc,
,도쿄,8249,,기초 소재,다종 조립 제품,,,Techno Associe,
,도쿄,7856,,기초 소재,화학 제품 – 플라스틱과 고무,,,Hagihara Industries,
,도쿄,7971,,기초 소재,화학제조,,,Toli Corp,
,도쿄,7822,,기초 소재,임업과 목재 제품,,,Eidai Co Ltd,
,도쿄,3877,,기초 소재,종이와 종이 제품,,,Chuetsu Pulp Paper,
,도쿄,8065,,기초 소재,다종 조립 제품,,,Sato Sho Ji Corp,
,도쿄,5902,,기초 소재,컨테이너와 포장,,,Hokkan Holdings Ltd,
,도쿄,7531,,기초 소재,다종 조립 제품,,,Seiwa Chuo,
,도쿄,8285,,기초 소재,화학제조,,,Mitani Sangyo,
,도쿄,4063,,기초 소재,화학제조,,,신에쓰화학공업,
,도쿄,8001,,기초 소재,화학제조,,,이토추상사,
,도쿄,5401,,기초 소재,철과 철강,,,신일본제철스미토모금속,
,도쿄,3407,,기초 소재,화학제조,,,아사히 화성,
,도쿄,3402,,기초 소재,화학 제품 – 플라스틱과 고무,,,도레이산업,
