Name,Symbol,Exchange,Sector,Industry
Guangdong Enpack,2846,심천,기초 소재,조립식 플라스틱과 고무
Tibet GaoZheng Explosive,2827,심천,기초 소재,화학제조
Orient Tanta A,962,심천,기초 소재,금속 광업
Fujian Jinsen Forestry A,2679,심천,기초 소재,임업과 목재 제품
Tianjin Jingwei Electric Wire,300120,심천,기초 소재,다종 조립 제품
Shenyang Hejin Holding Invest,633,심천,기초 소재,다종 조립 제품
Epoxy Base Electronic,603002,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Luyin Investment,600784,상하이,기초 소재,철과 철강
Guangdong Hoshion,2824,심천,기초 소재,다종 조립 제품
Shenzhentran New Material A,300731,심천,기초 소재,조립식 플라스틱과 고무
Hongbaoli A,2165,심천,기초 소재,화학 제품 – 플라스틱과 고무
Letong Chemical A,2319,심천,기초 소재,화학제조
Jiangxi Selon Industrial,2748,심천,기초 소재,화학제조
Panda Financial,600599,상하이,기초 소재,화학제조
Tianjin Pengling Rubber Hose,300375,심천,기초 소재,조립식 플라스틱과 고무
Anhui Zhongyuan New Materials,603527,상하이,기초 소재,다종 조립 제품
Shandong Geo Mineral A,409,심천,기초 소재,금속 광업
Tianyuan Tech A,2057,심천,기초 소재,다종 조립 제품
Nanjing Julong Science A,300644,심천,기초 소재,화학 제품 – 플라스틱과 고무
Sanxia Paints A,565,심천,기초 소재,화학제조
Annada Titanium A,2136,심천,기초 소재,화학제조
Shenzhen CDL Precision,300686,심천,기초 소재,화학제조
Chengxing Chemical,600078,상하이,기초 소재,화학제조
Jiangxi Xinyu Guoke A,300722,심천,기초 소재,화학제조
Tong Da Cable A,2560,심천,기초 소재,다종 조립 제품
Shandong Huapeng Glass,603021,상하이,기초 소재,컨테이너와 포장
Kunshan Kinglai Hygienic Materials,300260,심천,기초 소재,다종 조립 제품
Fujian Green Pine Co Ltd,300132,심천,기초 소재,화학제조
Shanxi Sanwei Group,755,심천,기초 소재,다종 조립 제품
Dymatic Chemical A,2054,심천,기초 소재,화학제조
Wuxi Acryl Tech,603722,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Guizhou Redstar Dev,600367,상하이,기초 소재,화학제조
Hengda Hi Tech A,2591,심천,기초 소재,화학제조
Jiangsu Kuangshun Photosensitivity,300537,심천,기초 소재,화학제조
Hubei Zhenhua Chemical,603067,상하이,기초 소재,화학제조
Suzhou Xingye Materials Tech,603928,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Sh Xinpeng A,2328,심천,기초 소재,금속 광업
Suzhou Hycan,2787,심천,기초 소재,컨테이너와 포장
Chahua Modern Housewares,603615,상하이,기초 소재,조립식 플라스틱과 고무
Shanghai Sunglow Packaging,603499,상하이,기초 소재,컨테이너와 포장
Xiangyang Auto A,678,심천,기초 소재,다종 조립 제품
Dalian Bio-Chem,603360,상하이,기초 소재,화학제조
Shanghai Smith Adhesive,603683,상하이,기초 소재,화학제조
Yihua Chem A,422,심천,기초 소재,화학제조
Shenzhen Geoway,600462,상하이,기초 소재,종이와 종이 제품
Guofeng Plast A,859,심천,기초 소재,컨테이너와 포장
Nanfang Bearing A,2553,심천,기초 소재,다종 조립 제품
Sz Beauty Star A,2243,심천,기초 소재,컨테이너와 포장
Yorhe Fluid Intelligent,2795,심천,기초 소재,다종 조립 제품
Anhui Liuguo Chemical,600470,상하이,기초 소재,화학제조
Guangdong Guoli A,300716,심천,기초 소재,화학 제품 – 플라스틱과 고무
Ningbo Tianlong Electronics,603266,상하이,기초 소재,조립식 플라스틱과 고무
CHTC Helon,677,심천,기초 소재,화학 제품 – 플라스틱과 고무
Jiangsu Tongguang Electronic,300265,심천,기초 소재,다종 조립 제품
Wuxi Honghui New Materials Tech,2802,심천,기초 소재,화학 제품 – 플라스틱과 고무
Shenzhen Prince New Materials,2735,심천,기초 소재,컨테이너와 포장
Sichuan Huiyuan Optical Com,586,심천,기초 소재,다종 조립 제품
Beihai Gofar Marine Bio,600538,상하이,기초 소재,화학제조
Liaoning Fu-An Heavy Industry,603315,상하이,기초 소재,철과 철강
Jouder Precision Industry Kunshan,300549,심천,기초 소재,다종 조립 제품
Tond Chemical A,2360,심천,기초 소재,화학제조
Zhejiang Shengyang Tech,603703,상하이,기초 소재,다종 조립 제품
Nanling Ind A,2096,심천,기초 소재,화학제조
JiangXi ChangJiu Bio,600228,상하이,기초 소재,화학제조
Baoding Heavy Industry Co Ltd,2552,심천,기초 소재,다종 조립 제품
Zhejiang Jiaao Enprotech,603822,상하이,기초 소재,화학제조
Hangzhou Prevail Optoelectronic,300710,심천,기초 소재,다종 조립 제품
Guangdong Tianan New Material,603725,상하이,기초 소재,화학 제품 – 플라스틱과 고무
ChongQing Zhengchuan Pharma,603976,상하이,기초 소재,컨테이너와 포장
Suzhou Sunmun Tech,300522,심천,기초 소재,화학제조
Hunan Haili Chemical,600731,상하이,기초 소재,화학제조
Suzhou Crystal Clear Chemical,300655,심천,기초 소재,화학제조
Jiangsu Hongda New Material,2211,심천,기초 소재,화학 제품 – 플라스틱과 고무
Shandong Cynda Chemical,603086,상하이,기초 소재,화학제조
Baotou Dongbao Bio Tech,300239,심천,기초 소재,화학제조
Jiangyin Hengrun Heavy,603985,상하이,기초 소재,다종 조립 제품
Kunming Chuan Jin Nuo Chemical,300505,심천,기초 소재,화학제조
Hangzhou Gaoxin Rubber & Plastic,300478,심천,기초 소재,화학 제품 – 플라스틱과 고무
Lotus Health,600186,상하이,기초 소재,화학제조
Zhaoqing Hua Feng A,2806,심천,기초 소재,금속 광업
Shandong Ruifeng Chemical,300243,심천,기초 소재,화학 제품 – 플라스틱과 고무
Huali Industries,603038,상하이,기초 소재,조립식 플라스틱과 고무
Hechi Chemical A,953,심천,기초 소재,화학제조
Xiakelor Spinning,2015,심천,기초 소재,화학 제품 – 플라스틱과 고무
Changzhou Langbo A,603655,상하이,기초 소재,조립식 플라스틱과 고무
Shanghai Vohringer Wood,603226,상하이,기초 소재,임업과 목재 제품
Sanxiang Advanced Materials,603663,상하이,기초 소재,화학제조
Daqing Huake A,985,심천,기초 소재,화학제조
Yaxing Chem,600319,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Zhejiang Yangfan New Materials,300637,심천,기초 소재,화학제조
Guangzhou Jointas Chemical,2909,심천,기초 소재,화학제조
Zhejiang Tiantie Industry,300587,심천,기초 소재,조립식 플라스틱과 고무
Guangdong Dazhi Environmental,300530,심천,기초 소재,화학제조
Shenzhen WOTE Materials,2886,심천,기초 소재,화학 제품 – 플라스틱과 고무
Jiangsu Yida Chemical A,300721,심천,기초 소재,화학제조
Zhejiang Sanwei Rubber,603033,상하이,기초 소재,조립식 플라스틱과 고무
New East New Materials,603110,상하이,기초 소재,화학제조
Shanxi Antai,600408,상하이,기초 소재,철과 철강
Jiangsu SOPO Chemical,600746,상하이,기초 소재,화학제조
Ningbo Xianfeng New Material,300163,심천,기초 소재,화학 제품 – 플라스틱과 고무
Jiangsu LiXing General Steel Ball,300421,심천,기초 소재,다종 조립 제품
Mudanjiang Hengfeng,600356,상하이,기초 소재,종이와 종이 제품
Shenyang Cuihua Jewelry,2731,심천,기초 소재,다종 조립 제품
Great Wall Acg A,835,심천,기초 소재,철과 철강
Jiangsu Huaxin A,300717,심천,기초 소재,화학 제품 – 플라스틱과 고무
Jiangsu Newamstar Packaging,300509,심천,기초 소재,컨테이너와 포장
Shanghai Haishun New Pharma,300501,심천,기초 소재,금속 광업
Anhui Huangshan Capsule,2817,심천,기초 소재,화학제조
Hamaton Automotive,300643,심천,기초 소재,다종 조립 제품
Shandong Rike Chemical,300214,심천,기초 소재,화학 제품 – 플라스틱과 고무
Double Elephant A,2395,심천,기초 소재,화학 제품 – 플라스틱과 고무
Beijing Comens New Materials,300200,심천,기초 소재,화학제조
Shandong Head,2810,심천,기초 소재,화학제조
Shanghai Xintonglian Packaging,603022,상하이,기초 소재,컨테이너와 포장
HangZhou Radical Energy,300652,심천,기초 소재,다종 조립 제품
Gd Jingyi Metal A,2295,심천,기초 소재,다종 조립 제품
Yunnan Jinggu Forestry,600265,상하이,기초 소재,화학제조
Shandong Fengyuan Chemical,2805,심천,기초 소재,화학제조
Yangzhou Chenhua,300610,심천,기초 소재,화학제조
Qingdao Weflo Valve,2871,심천,기초 소재,다종 조립 제품
Minfeng Special Paper,600235,상하이,기초 소재,종이와 종이 제품
Zhejiang Meili High Tech,300611,심천,기초 소재,다종 조립 제품
Jiangsu Safety Wire Rope,603028,상하이,기초 소재,철과 철강
Shanghai Fenghwa,600615,상하이,기초 소재,다종 조립 제품
BGRIMM Science and Tech,600980,상하이,기초 소재,다종 조립 제품
Yongyue Science,603879,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Nanjing Chemical Fibre,600889,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Sinomach General Tech,600444,상하이,기초 소재,조립식 플라스틱과 고무
Baotou Tomorrow Tech,600091,상하이,기초 소재,화학제조
Yibin Paper,600793,상하이,기초 소재,종이와 종이 제품
Shenyu Communication,300563,심천,기초 소재,다종 조립 제품
Suzhou Kingswood Printing,300192,심천,기초 소재,화학제조
YanTai Yuancheng Gold,600766,상하이,기초 소재,금과 은
Jiangsu Yuxing Film Tech,300305,심천,기초 소재,조립식 플라스틱과 고무
Jiangsu Maysta Chemical,603041,상하이,기초 소재,화학 제품 – 플라스틱과 고무
Changzhou Tiansheng New Materials,300169,심천,기초 소재,컨테이너와 포장
Shenzhen Rongda Photosensitive,300576,심천,기초 소재,화학제조
Zhejiang Qianjiang Bio,600796,상하이,기초 소재,화학제조
Shanghai Precise Packaging,300442,심천,기초 소재,컨테이너와 포장
Wuxi Longsheng Tech,300680,심천,기초 소재,다종 조립 제품
Hubei Forbon Tech,300387,심천,기초 소재,화학제조
Zhuzhou Feilu High-Tech,300665,심천,기초 소재,화학제조
Tianjin Good Hand Railway,594,심천,기초 소재,다종 조립 제품
Liuzhou Chemical,600423,상하이,기초 소재,화학제조
Shanghai Prosolar,600193,상하이,기초 소재,금속 광업
Shanghai Tianyang Hot,603330,상하이,기초 소재,화학제조
Shenzhen Tongyi Industry,300538,심천,기초 소재,조립식 플라스틱과 고무
Shuanghuan Tec A,707,심천,기초 소재,화학제조
Sichuan Dowell Science Tech,300535,심천,기초 소재,화학제조
Shanghai Originaldow,603991,상하이,기초 소재,화학제조
Foshan Huaxin Packaging,200986,심천,기초 소재,종이와 종이 제품
Ningbo Fubang,600768,상하이,기초 소재,금속 광업
Shanghai Huitong Energy,600605,상하이,기초 소재,다종 조립 제품
Anhui ANLI Artificial Leather,300218,심천,기초 소재,조립식 플라스틱과 고무
Gz Tech-Long A,2209,심천,기초 소재,컨테이너와 포장
Liaoning Kelong Fine Chemical,300405,심천,기초 소재,화학제조
Wafangdian Bearing,200706,심천,기초 소재,다종 조립 제품
Shandong Tongda Island New Materials,300321,심천,기초 소재,조립식 플라스틱과 고무
Harbin Zhongfei New Technology Co L,300489,심천,기초 소재,금속 광업
Nanning Chemical,600301,상하이,기초 소재,화학제조
Shenke Slide Bearing A,2633,심천,기초 소재,다종 조립 제품
Yangfan Holding,600421,상하이,기초 소재,다종 조립 제품
Dongfeng Sci-Tech,200160,심천,기초 소재,화학제조
Dahua Group Dalian Chemical,900951,상하이,기초 소재,화학제조
Sansteel Mg A,2110,심천,기초 소재,철과 철강
Maanshan Iron & Steel,600808,상하이,기초 소재,철과 철강
Shougang A,959,심천,기초 소재,철과 철강
Zhongtai Chem A,2092,심천,기초 소재,화학 제품 – 플라스틱과 고무
Luxi A,830,심천,기초 소재,화학제조
China Hainan Rubber,601118,상하이,기초 소재,조립식 플라스틱과 고무
Zhejiang Juhua,600160,상하이,기초 소재,화학제조
Xinmin Textile A,2127,심천,기초 소재,화학 제품 – 플라스틱과 고무
Taiya Shoes,2517,심천,기초 소재,조립식 플라스틱과 고무
Zhejiang Jinke Peroxides Co Ltd,300459,심천,기초 소재,화학제조
China First Heavy Industries,601106,상하이,기초 소재,컨테이너와 포장
Qixiang Chem A,2408,심천,기초 소재,화학제조
Hubei Kaile,600260,상하이,기초 소재,조립식 플라스틱과 고무
Xinjiang Dushanzi TianLi,600339,상하이,기초 소재,화학제조
Valin Steel A,932,심천,기초 소재,철과 철강
Shenghe Resources,600392,상하이,기초 소재,금속 광업
Yunnan Tin A,960,심천,기초 소재,금속 광업
Meijin Energy A,723,심천,기초 소재,철과 철강
Zhongjin A,60,심천,기초 소재,금속 광업
Shandong Iron and Steel,600022,상하이,기초 소재,철과 철강
Jinduicheng Molybdenum,601958,상하이,기초 소재,금속 광업
Fangda Special Steel Tech,600507,상하이,기초 소재,철과 철강
Tibet Summit Resources,600338,상하이,기초 소재,금속 광업
ShenZhen YUTO Packaging,2831,심천,기초 소재,컨테이너와 포장
Anhui Shanying Paper,600567,상하이,기초 소재,종이와 종이 제품
Anhui Zhongding A,887,심천,기초 소재,조립식 플라스틱과 고무
Science City A,975,심천,기초 소재,금속 광업
Chongqing Iron Steel,601005,상하이,기초 소재,철과 철강
Weixing New Mat A,2372,심천,기초 소재,조립식 플라스틱과 고무
Yunnan Alumin A,807,심천,기초 소재,금속 광업
Shanghai Huayi B,900909,상하이,기초 소재,화학제조
Double Coin A,600623,상하이,기초 소재,화학제조
Ductile Pipes A,778,심천,기초 소재,철과 철강
Nanjing Iron & Steel,600282,상하이,기초 소재,철과 철강
Chengzhi A,990,심천,기초 소재,화학제조
Xinyu Iron & Steel,600782,상하이,기초 소재,철과 철강
Jian Feng Chem A,950,심천,기초 소재,화학제조
Tianshan Wool A,813,심천,기초 소재,금속 광업
Sichuan Hebang Biotechnology,603077,상하이,기초 소재,화학제조
Inner Mongolia Xingye Mining,426,심천,기초 소재,금속 광업
Nanyang Cable A,2212,심천,기초 소재,다종 조립 제품
Tangshan Sanyou,600409,상하이,기초 소재,화학제조
Victoryprecision A,2426,심천,기초 소재,조립식 플라스틱과 고무
Jiangshan Chem A,2061,심천,기초 소재,화학제조
Sinoma Science A,2080,심천,기초 소재,화학 제품 – 플라스틱과 고무
Zhejiang Satellite Petrochem A,2648,심천,기초 소재,화학제조
Hebei Baoshuo,600155,상하이,기초 소재,조립식 플라스틱과 고무
Zhejiang Runtu A,2440,심천,기초 소재,화학제조
Hongda Xingye A,2002,심천,기초 소재,화학 제품 – 플라스틱과 고무
Yunnan Chuangxin New Material,2812,심천,기초 소재,컨테이너와 포장
